"Player 1","Player 2","Result"
"Maafff","Mamfff","Win"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Win"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Lose"
"Maafff","Mamfff","Win"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Win"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Lose"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Lose"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Win"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Lose"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Win"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Win"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Win"
"Mamfff","Maafff","Lose"
"Maafff","Mamfff","Win"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Win"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Lose"
"Maafff","Mamfff","Lose"
"Mamfff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Win"
"Mhafff","Maafff","Lose"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Win"
"Maafff","Mhafff","Lose"
"Mhafff","Maafff","Lose"
"Maafff","Mhhfff","Lose"
"Mhhfff","Maafff","Lose"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Lose"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Lose"
"Maafff","Mhhfff","Lose"
"Mhhfff","Maafff","Win"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Win"
"Maafff","Mhhfff","Lose"
"Mhhfff","Maafff","Lose"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Lose"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Win"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Lose"
"Maafff","Mhhfff","Lose"
"Mhhfff","Maafff","Win"
"Maafff","Mhhfff","Lose"
"Mhhfff","Maafff","Win"
"Maafff","Mhhfff","Lose"
"Mhhfff","Maafff","Lose"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Win"
"Maafff","Mhhfff","Lose"
"Mhhfff","Maafff","Win"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Win"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Lose"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Lose"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Win"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Win"
"Maafff","Mhhfff","Lose"
"Mhhfff","Maafff","Lose"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Lose"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Lose"
"Maafff","Mhhfff","Lose"
"Mhhfff","Maafff","Win"
"Maafff","Mhhfff","Lose"
"Mhhfff","Maafff","Lose"
"Maafff","Mhhfff","Lose"
"Mhhfff","Maafff","Win"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Lose"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Win"
"Maafff","Mhhfff","Win"
"Mhhfff","Maafff","Win"
